time,nav,sell1,sell1_cnt,sell2,sell2_cnt,buy1,buy1_cnt,buy2,buy2_cnt
2020-06-11 09:35:14.99,12202.7,12050,1663,12055,1694,12040,2231,12035,2743
2020-06-11 09:35:15.85,12202.7,12050,1663,12055,1694,12045,1523,12040,1732
2020-06-11 09:35:17.49,12202.7,12050,1663,12055,1694,12045,1523,12040,2232
2020-06-11 09:35:18.22,12202.7,12050,1662,12055,1694,12040,2232,12035,2643
2020-06-11 09:35:19.13,12202.7,12050,1662,12055,1694,12040,2232,12035,2643
2020-06-11 09:35:44.32,12204.88,12050,1662,12055,1694,12040,2225,12035,2643
2020-06-11 09:35:45.19,12204.88,12050,1662,12055,1694,12040,2225,12035,2643
2020-06-11 09:35:46.63,12204.88,12050,1652,12055,1694,12040,2225,12035,2643
2020-06-11 09:35:56.13,12203.11,12050,1652,12055,1694,12040,2219,12035,2643
2020-06-11 09:35:56.63,12203.11,12050,1652,12055,1694,12040,2219,12035,2643
2020-06-11 09:35:57.82,12203.11,12050,1652,12055,1694,12045,1523,12040,2219
2020-06-11 09:35:58.60,12203.11,12060,3151,12065,2368,12050,1771,12045,1523
2020-06-11 09:36:00.02,12203.11,12060,3151,12065,2368,12050,1771,12045,1523
2020-06-11 09:36:03.43,12203.11,12060,3151,12065,2368,12050,1771,12045,1523
2020-06-11 09:36:06.43,12203.07,12060,3151,12065,2368,12050,1771,12045,1523
2020-06-11 09:36:11.29,12203.07,12060,3151,12065,2368,12055,2349,12050,1595
2020-06-11 09:36:12.11,12203.07,12060,1283,12065,2368,12055,2348,12050,1595
2020-06-11 09:36:14.63,12204.27,12060,3151,12065,2368,12055,2348,12050,1595
2020-06-11 09:36:15.46,12204.27,12060,1283,12065,2368,12055,2348,12050,1595
2020-06-11 09:36:16.99,12204.27,12060,1283,12065,2368,12055,1848,12050,1595
2020-06-11 09:36:17.63,12204.27,12060,3151,12065,2368,12055,1848,12050,1595
