time,nav,sell1,sell1_cnt,sell2,sell2_cnt,buy1,buy1_cnt,buy2,buy2_cnt
2020-06-08 09:24:25.690000,0.0,29255,5000,29260,25027,29245,10021,29240,5000
2020-06-08 09:24:27.340000,0.0,29255,5000,29260,25027,29245,10021,29240,5000
2020-06-08 09:24:28.780000,0.0,29250,5000,29255,25027,29240,10021,29235,5000
2020-06-08 09:24:29.540000,0.0,29250,5000,29255,25027,29240,10021,29235,5000
2020-06-08 09:24:30.280000,0.0,29255,5000,29260,25027,29245,10021,29240,5000
2020-06-08 09:24:33.440000,0.0,29255,5000,29260,25027,29245,10021,29240,5000
2020-06-08 09:24:34.040000,0.0,29260,5000,29265,25027,29250,10021,29245,5000
2020-06-08 09:24:34.240000,0.0,29260,5000,29265,25027,29250,10021,29245,5000
2020-06-08 09:24:35.110000,29286.0,29265,5000,29270,5000,29255,10021,29250,5000
2020-06-08 09:24:36.160000,29286.0,29270,5000,29275,25027,29260,10021,29255,5000
2020-06-08 09:24:37.190000,29286.0,29280,5000,29285,25027,29270,10020,29265,5000
2020-06-08 09:24:38.240000,29286.0,29280,5000,29285,25027,29270,10020,29265,5000
2020-06-08 09:24:39.280000,29286.0,29280,25027,29285,5000,29265,15020,29260,5000
2020-06-08 09:24:40.320000,29286.0,29270,5000,29275,25027,29260,10020,29255,5000
2020-06-08 09:24:40.840000,29286.0,29275,5000,29280,25027,29260,15020,29255,5000
2020-06-08 09:24:41.880000,29286.0,29275,5000,29280,25027,29265,10020,29260,5000
2020-06-08 09:24:43.450000,29286.0,29270,5000,29275,25027,29260,10020,29255,5000
2020-06-08 09:24:46.590000,29319.41,29270,5000,29275,25027,29260,10020,29255,5000
2020-06-08 09:24:47.640000,29319.41,29270,5000,29275,25027,29260,10020,29255,5000
2020-06-08 09:24:49.200000,29319.41,29270,25027,29275,5000,29255,15020,29250,5000
2020-06-08 09:24:49.610000,29319.41,29270,5000,29275,25027,29260,10020,29255,5000
2020-06-08 09:24:50.340000,29319.41,29265,5000,29270,25027,29255,10020,29250,5000
2020-06-08 09:24:51.310000,29319.41,29270,5000,29275,25027,29260,10020,29255,5000
2020-06-08 09:24:52.810000,29319.41,29275,5000,29280,25027,29265,10020,29260,5000
2020-06-08 09:24:53.940000,29319.41,29270,5000,29275,25027,29260,10020,29255,5000
2020-06-08 09:24:56.010000,29296.5,29265,5000,29270,25027,29255,10020,29250,5000
2020-06-08 09:24:58.090000,29296.5,29265,5000,29270,25027,29255,10020,29250,5000
2020-06-08 09:24:58.410000,29296.5,29260,5000,29265,25027,29250,10020,29245,5000
2020-06-08 09:24:59.160000,29296.5,29265,5000,29270,25027,29255,10020,29250,5000
2020-06-08 09:25:00.220000,29296.5,29265,5000,29270,25027,29255,10020,29250,5000
2020-06-08 09:25:00.740000,29296.5,29260,5000,29265,25027,29250,10020,29245,5000
2020-06-08 09:25:01.800000,29296.5,29260,5000,29265,25027,29250,10020,29245,5000
2020-06-08 09:25:02.850000,29296.5,29255,5000,29260,25027,29245,10020,29240,5000
2020-06-08 09:25:03.340000,29296.5,29255,5000,29260,25027,29245,10020,29240,5000
2020-06-08 09:25:04.410000,29296.5,29260,5000,29265,25127,29250,10020,29245,5000
2020-06-08 09:25:04.900000,29298.05,29265,5100,29270,25027,29255,10020,29250,5000
2020-06-08 09:25:05.980000,29298.05,29265,5100,29270,25027,29255,10020,29250,5000
2020-06-08 09:25:06.440000,29298.05,29265,100,29270,5000,29255,15020,29250,5000
2020-06-08 09:25:07.350000,29298.05,29265,5100,29270,25027,29255,10020,29250,5000
2020-06-08 09:25:08.610000,29298.05,29260,5000,29265,25127,29250,10020,29245,5000
2020-06-08 09:25:08.950000,29298.05,29265,5100,29270,25027,29255,10020,29250,5000
2020-06-08 09:25:10.180000,29298.05,29265,5099,29270,25027,29255,10020,29250,5000
2020-06-08 09:25:10.540000,29298.05,29265,99,29270,25027,29255,15020,29250,5000
2020-06-08 09:25:11.770000,29298.05,29260,5000,29265,25126,29250,10020,29245,5000
2020-06-08 09:25:12.820000,29298.05,29265,5099,29270,25027,29255,10020,29250,5000
2020-06-08 09:25:14.420000,29298.05,29260,4999,29265,25126,29250,10020,29245,5000
2020-06-08 09:25:15.520000,29313.92,29265,5099,29270,25026,29255,10020,29250,5000
2020-06-08 09:25:16.490000,29313.92,29260,4999,29265,25126,29250,10020,29245,5000
2020-06-08 09:25:17.540000,29313.92,29255,5000,29260,25023,29245,10020,29240,5000
2020-06-08 09:25:18.580000,29313.92,29255,5000,29260,25023,29245,10020,29240,5000
2020-06-08 09:25:19.140000,29313.92,29255,5000,29260,4996,29250,10020,29240,5000
2020-06-08 09:25:20.120000,29313.92,29260,4996,29265,25126,29255,5000,29250,10020
2020-06-08 09:25:20.510000,29313.92,29260,4996,29265,25126,29255,5000,29250,10021
2020-06-08 09:25:21.700000,29313.92,29265,5099,29270,25023,29255,15020,29250,5001
2020-06-08 09:25:22.120000,29313.92,29265,5095,29270,20027,29255,10020,29250,8801
2020-06-08 09:25:23.270000,29313.92,29265,99,29270,25023,29255,10020,29250,8801
2020-06-08 09:25:24.320000,29313.92,29265,25622,29275,10000,29250,13821,29245,5001
2020-06-08 09:25:25.330000,29312.49,29265,599,29270,25023,29255,10020,29250,8801
2020-06-08 09:25:25.680000,29312.49,29265,25622,29275,10000,29250,13821,29245,5001
2020-06-08 09:25:26.450000,29312.49,29265,599,29270,25023,29255,10020,29250,8801
2020-06-08 09:25:27.490000,29312.49,29265,599,29270,25023,29255,13920,29250,8801
2020-06-08 09:25:28.540000,29312.49,29265,25726,29270,4996,29250,13821,29245,5001
2020-06-08 09:25:28.910000,29312.49,29265,699,29270,25023,29255,10020,29250,8801
2020-06-08 09:25:30.090000,29312.49,29265,699,29270,25023,29255,11720,29250,8801
2020-06-08 09:25:30.420000,29312.49,29265,99,29275,25027,29260,10020,29255,6700
2020-06-08 09:25:31.240000,29312.49,29265,99,29275,25027,29255,16720,29250,8801
2020-06-08 09:25:32.230000,29312.49,29265,99,29270,4996,29260,10020,29255,1700
2020-06-08 09:25:33.340000,29312.49,29265,99,29270,4996,29260,10020,29255,1700
2020-06-08 09:25:34.320000,29315.73,29275,25827,29280,4996,29260,10420,29255,6700
2020-06-08 09:25:34.570000,29315.73,29275,25827,29280,4996,29260,10420,29255,6700
2020-06-08 09:25:36.760000,29315.73,29275,25827,29280,4996,29260,10420,29255,6700
2020-06-08 09:25:37.450000,29315.73,29280,25023,29285,5000,29265,10020,29260,5400
2020-06-08 09:25:38.490000,29315.73,29275,5000,29280,25823,29265,10020,29260,400
2020-06-08 09:25:38.950000,29315.73,29275,5800,29280,25023,29265,10020,29260,400
2020-06-08 09:25:40.180000,29315.73,29280,25023,29285,5000,29265,10020,29260,5400
2020-06-08 09:25:40.480000,29315.73,29280,5796,29285,25027,29270,10020,29260,5400
2020-06-08 09:25:41.250000,29315.73,29280,800,29285,25027,29270,10020,29265,5000
2020-06-08 09:25:42.230000,29315.73,29290,25023,29295,5000,29275,10020,29270,5000
2020-06-08 09:25:43.270000,29315.73,29280,200,29285,25027,29270,10020,29265,5000
2020-06-08 09:25:43.650000,29315.73,29285,25027,29290,4996,29270,10020,29265,5000
2020-06-08 09:25:44.450000,29301.19,29285,25827,29290,4996,29270,10020,29265,5000
2020-06-08 09:25:45.410000,29301.19,29285,25827,29290,4996,29270,10020,29265,5000
2020-06-08 09:25:46.440000,29301.19,29290,25023,29295,5000,29275,10020,29270,5000
2020-06-08 09:25:46.680000,29301.19,29290,25823,29295,5000,29275,10020,29270,5000
