time,nav,sell1,sell1_cnt,sell2,sell2_cnt,buy1,buy1_cnt,buy2,buy2_cnt
2020-06-11 09:36:10.43,0.0,29030,1,29035,9900,29025,9373,29020,12967
2020-06-11 09:36:11.10,0.0,29030,1,29035,9900,29025,9373,29020,12967
2020-06-11 09:36:11.90,0.0,29040,440,29045,8089,29035,16276,29030,11319
2020-06-11 09:36:12.69,0.0,29040,40,29045,8089,29035,11890,29030,13658
2020-06-11 09:36:13.49,0.0,29040,40,29045,8089,29035,13890,29030,13658
2020-06-11 09:36:14.39,0.0,29040,40,29045,10859,29035,11890,29030,11319
2020-06-11 09:36:15.19,0.0,29045,594,29050,18381,29040,5454,29035,16210
2020-06-11 09:36:16.10,0.0,29045,7689,29050,21151,29040,7954,29035,13871
2020-06-11 09:36:16.89,0.0,29045,7689,29050,21151,29040,7954,29035,13871
2020-06-11 09:36:17.49,0.0,29045,8089,29050,24178,29040,1,29035,13870
2020-06-11 09:36:18.10,0.0,29045,9789,29050,21151,29035,13870,29030,14108
2020-06-11 09:36:18.78,0.0,29045,8089,29050,21151,29040,5453,29035,15948
2020-06-11 09:36:19.49,0.0,29045,8089,29050,21151,29035,15948,29030,14108
2020-06-11 09:36:19.99,29091.86,29045,9789,29050,21151,29035,15947,29030,14108
2020-06-11 09:36:20.60,29091.86,29045,594,29050,8382,29040,5453,29035,15947
2020-06-11 09:36:21.29,29091.86,29045,7789,29050,11152,29040,2500,29035,15947
2020-06-11 09:36:22.10,29091.86,29045,9789,29050,21151,29040,2426,29035,15947
2020-06-11 09:36:24.60,29091.86,29045,7789,29050,21151,29040,3425,29035,15997
2020-06-11 09:36:25.19,29091.86,29045,7789,29050,21151,29040,3425,29035,15997
2020-06-11 09:36:25.79,29091.86,29045,6089,29050,21151,29040,3424,29035,15997
2020-06-11 09:36:26.49,29091.86,29045,6089,29050,21151,29040,8877,29035,15997
2020-06-11 09:36:27.10,29091.86,29045,6089,29050,21151,29040,8876,29035,15997
2020-06-11 09:36:27.69,29091.86,29045,7789,29050,21151,29040,3423,29035,15997
2020-06-11 09:36:28.39,29091.86,29045,9789,29050,24156,29040,3423,29035,12967
2020-06-11 09:36:29.10,29091.86,29040,6247,29045,20858,29035,2128,29030,11769
2020-06-11 09:36:29.90,29092.56,29035,3562,29040,22662,29030,450,29025,12621
2020-06-11 09:36:30.90,29092.56,29035,3562,29040,22663,29030,450,29025,12621
2020-06-11 09:36:41.13,29092.56,29030,5833,29035,5791,29025,3524,29020,13103
2020-06-11 09:36:41.79,29092.56,29035,5769,29040,22643,29025,9573,29020,13103
2020-06-11 09:36:42.49,29092.56,29030,5833,29035,5769,29025,9573,29020,13103
2020-06-11 09:36:43.99,29092.56,29035,3769,29040,22643,29030,1161,29025,12659
2020-06-11 09:36:44.49,29092.56,29035,2269,29040,22643,29030,1159,29025,12659
2020-06-11 09:36:44.99,29092.56,29035,2969,29040,22644,29030,1,29025,12659
2020-06-11 09:36:45.60,29092.56,29035,3767,29040,22644,29030,1,29025,12659
2020-06-11 09:36:46.29,29092.56,29030,246,29035,5767,29025,12659,29020,13103
2020-06-11 09:36:47.79,29092.56,29030,246,29035,4968,29025,9573,29020,13103
2020-06-11 09:36:48.99,29094.63,29030,246,29035,4968,29025,9573,29020,13103
2020-06-11 09:36:49.58,29094.63,29030,246,29035,4968,29025,12621,29020,13104
2020-06-11 09:36:50.33,29094.63,29030,247,29035,4968,29025,12621,29020,13104
2020-06-11 09:36:50.89,29094.63,29035,4968,29040,22644,29030,2253,29025,12621
2020-06-11 09:36:51.61,29094.63,29035,4768,29040,22644,29030,2253,29025,12621
2020-06-11 09:36:52.19,29094.63,29040,6849,29045,23888,29030,13501,29025,14960
2020-06-11 09:36:52.89,29094.63,29040,4849,29045,20858,29035,6200,29030,13501
2020-06-11 09:36:53.61,29094.63,29040,2,29045,8089,29035,6200,29030,15840
2020-06-11 09:36:54.19,29094.63,29040,4849,29045,20858,29030,13501,29025,14960
2020-06-11 09:36:54.99,29094.63,29035,1,29040,5849,29030,13501,29025,14960
2020-06-11 09:36:55.80,29094.63,29040,2,29045,8089,29035,11324,29030,15840
2020-06-11 09:36:56.58,29094.63,29045,9289,29050,20896,29035,11324,29030,15840
2020-06-11 09:36:57.40,29094.63,29045,9689,29050,23938,29035,9323,29030,15840
2020-06-11 09:36:58.10,29094.63,29045,8789,29050,23938,29035,7799,29030,15840
2020-06-11 09:36:58.89,29094.63,29040,4847,29045,22458,29035,1600,29030,13501
2020-06-11 09:36:59.49,29094.63,29045,8089,29050,23938,29035,7799,29030,15840
2020-06-11 09:37:00.29,29095.4,29045,9589,29050,23938,29035,7799,29030,15840
2020-06-11 09:37:01.10,29095.4,29045,9589,29050,23938,29035,7799,29030,15840
2020-06-11 09:37:01.69,29095.4,29045,9589,29050,23938,29035,7779,29030,15840
2020-06-11 09:37:02.49,29095.4,29045,594,29050,18126,29040,5453,29035,15213
2020-06-11 09:37:03.29,29095.4,29045,8089,29050,24062,29035,7779,29030,15840
2020-06-11 09:37:04.19,29095.4,29035,6220,29040,13984,29030,2253,29025,12621
2020-06-11 09:37:04.99,29095.4,29035,4720,29040,20969,29030,2253,29025,12621
2020-06-11 09:37:05.89,29095.4,29035,8020,29040,20969,29030,2253,29025,12621
2020-06-11 09:37:07.19,29095.4,29035,4720,29040,20969,29030,2253,29025,12621
