time,nav,sell1,sell1_cnt,sell2,sell2_cnt,buy1,buy1_cnt,buy2,buy2_cnt
2020-06-04 09:26:14.600000,0.0,6195,56901,6200,109558,6190,51766,6185,96261
2020-06-04 09:26:14.930000,0.0,6195,62401,6200,109558,6190,52466,6185,96261
2020-06-04 09:26:15.600000,0.0,6195,63207,6200,109558,6190,52416,6185,96261
2020-06-04 09:26:16.500000,6199.93,6195,64007,6200,109558,6190,16186,6185,96461
2020-06-04 09:26:17.650000,6199.93,6195,73278,6200,102758,6190,50392,6185,93961
2020-06-04 09:26:18.140000,6193.4,6195,73017,6200,102758,6190,51392,6185,93961
2020-06-04 09:26:18.930000,6196.12,6195,79906,6200,100758,6190,52392,6185,93961
2020-06-04 09:26:19.850000,6196.12,6195,79501,6200,100758,6190,52392,6185,96961
2020-06-04 09:26:20.630000,6196.12,6195,79242,6200,100758,6190,52592,6185,96961
2020-06-04 09:26:21.490000,6196.12,6195,72242,6200,102758,6190,52592,6185,96961
2020-06-04 09:26:22.500000,6196.12,6195,79241,6200,100758,6190,55806,6185,96961
2020-06-04 09:26:23.250000,6196.12,6195,82938,6200,97062,6190,17543,6185,75495
2020-06-04 09:26:24.110000,6196.12,6195,81937,6200,97062,6190,17543,6185,69495
2020-06-04 09:26:25.130000,6196.12,6195,78243,6200,100813,6190,1,6185,75495
2020-06-04 09:26:25.730000,6196.12,6190,26957,6195,81938,6185,75495,6180,72909
2020-06-04 09:26:26.610000,6195.58,6190,49359,6195,94804,6185,60799,6180,82703
2020-06-04 09:26:27.550000,6196.12,6190,58858,6195,92804,6185,26619,6180,82703
2020-06-04 09:26:28.330000,6193.95,6190,58808,6195,92804,6185,26619,6180,82703
2020-06-04 09:26:29.690000,6190.68,6190,58808,6195,92804,6185,26719,6180,91528
2020-06-04 09:26:30.490000,6190.68,6190,75369,6195,89108,6180,72562,6175,63185
2020-06-04 09:26:31.630000,6190.68,6185,49699,6190,75369,6180,66662,6175,69285
2020-06-04 09:26:32.570000,6190.68,6185,52198,6190,75369,6180,50189,6175,72870
2020-06-04 09:26:33.460000,6190.68,6185,39655,6190,62503,6180,70051,6175,63174
2020-06-04 09:26:34.520000,6190.68,6185,31969,6190,58807,6180,70051,6175,63176
2020-06-04 09:26:35.430000,6190.68,6185,32018,6190,68807,6180,70132,6175,63176
2020-06-04 09:26:36.520000,6189.59,6190,61787,6195,95803,6185,32703,6180,91598
2020-06-04 09:26:37.250000,6187.96,6190,68702,6195,93803,6185,32753,6180,92598
2020-06-04 09:26:38.830000,6190.68,6190,61701,6195,95803,6185,35947,6180,92698
2020-06-04 09:26:39.300000,6190.68,6190,61701,6195,95803,6185,35947,6180,92698
2020-06-04 09:26:40.470000,6192.86,6190,61690,6195,95803,6185,3693,6180,92698
2020-06-04 09:26:40.900000,6192.86,6190,61690,6195,95803,6185,38579,6180,92698
2020-06-04 09:26:41.820000,6192.86,6190,67584,6195,92803,6185,36579,6180,92718
2020-06-04 09:26:42.740000,6192.86,6190,67228,6195,92803,6185,36579,6180,92718
2020-06-04 09:26:43.850000,6192.86,6190,66906,6195,92803,6185,39129,6180,92718
2020-06-04 09:26:44.520000,6192.86,6190,66018,6195,92803,6185,52881,6180,89032
2020-06-04 09:26:45.300000,6192.86,6190,73018,6195,90803,6185,10079,6180,93728
2020-06-04 09:26:46.380000,6192.86,6185,33949,6190,90579,6180,64096,6175,69181
2020-06-04 09:26:47.580000,6191.77,6185,28398,6190,81018,6180,72362,6175,63181
2020-06-04 09:26:48.710000,6189.59,6190,70322,6195,91803,6185,29020,6180,90828
2020-06-04 09:26:49.690000,6189.59,6190,77322,6195,88996,6185,29020,6180,90730
2020-06-04 09:26:50.720000,6189.59,6185,12899,6190,77322,6180,93609,6175,63191
2020-06-04 09:26:51.750000,6189.59,6185,41245,6190,81018,6180,75143,6175,63191
2020-06-04 09:26:52.860000,6189.59,6185,49504,6190,93884,6180,66981,6175,69191
2020-06-04 09:26:53.640000,6189.59,6185,54509,6190,95384,6180,66081,6175,69291
2020-06-04 09:26:54.520000,6189.59,6185,60375,6190,95384,6180,49219,6175,73085
2020-06-04 09:26:55.750000,6192.31,6185,69874,6190,93384,6180,40473,6175,81810
2020-06-04 09:26:56.430000,6191.23,6185,70163,6190,93384,6180,12098,6175,83810
2020-06-04 09:26:57.350000,6189.05,6185,73160,6190,93384,6180,15172,6175,83810
2020-06-04 09:26:58.460000,6185.78,6185,67159,6190,95509,6180,45918,6175,83810
2020-06-04 09:27:00.580000,6187.42,6185,68052,6190,95509,6180,45896,6175,83810
2020-06-04 09:27:01.300000,6187.42,6185,68052,6190,94509,6180,45896,6175,83810
2020-06-04 09:27:01.740000,6187.42,6185,65052,6190,94509,6180,54693,6175,80114
2020-06-04 09:27:02.320000,6187.42,6185,51277,6190,81609,6180,61859,6175,80114
2020-06-04 09:27:03.300000,6187.42,6185,48453,6190,81609,6180,67839,6175,74114
2020-06-04 09:27:04.220000,6187.42,6185,48275,6190,81609,6180,67859,6175,74099
2020-06-04 09:27:04.990000,6187.42,6185,41090,6190,81609,6180,69186,6175,74099
2020-06-04 09:27:05.820000,6187.42,6185,41089,6190,81609,6180,69186,6175,74199
2020-06-04 09:27:06.710000,6190.14,6185,41089,6190,81609,6180,69166,6175,74199
2020-06-04 09:27:07.710000,6190.14,6185,5656,6190,86494,6180,72166,6175,74199
2020-06-04 09:27:08.790000,6189.59,6185,5656,6190,86494,6180,90632,6175,74199
2020-06-04 09:27:09.830000,6190.68,6190,86493,6195,92006,6185,49311,6180,90632
2020-06-04 09:27:10.910000,6190.68,6190,86493,6195,92006,6185,35002,6180,90632
2020-06-04 09:27:11.860000,6190.68,6190,86492,6195,92006,6185,35003,6180,90632
2020-06-04 09:27:12.800000,6190.68,6190,79492,6195,94006,6185,35203,6180,90632
2020-06-04 09:27:13.660000,6190.68,6190,80153,6195,105375,6185,34945,6180,90632
2020-06-04 09:27:14.570000,6190.68,6190,87153,6195,103375,6185,34945,6180,100732
2020-06-04 09:27:15.430000,6190.68,6190,87173,6195,103375,6185,34945,6180,100732
2020-06-04 09:27:16.390000,6191.23,6190,80656,6195,105429,6185,34945,6180,100737
2020-06-04 09:27:17.220000,6191.23,6190,88155,6195,103429,6185,11465,6180,100737
2020-06-04 09:27:18.070000,6191.77,6190,88154,6195,103429,6185,11765,6180,100737
2020-06-04 09:27:19.470000,6191.77,6185,37232,6190,88029,6180,79271,6175,75504
2020-06-04 09:27:19.970000,6191.77,6185,35221,6190,88029,6180,97537,6175,75504
2020-06-04 09:27:20.830000,6191.77,6185,35221,6190,88029,6180,97537,6175,75504
2020-06-04 09:27:21.750000,6191.77,6185,36705,6190,90725,6180,73905,6175,75504
2020-06-04 09:27:22.440000,6191.77,6185,36705,6190,90725,6180,73905,6175,75504
2020-06-04 09:27:23.240000,6191.77,6185,4538,6190,86029,6180,100657,6175,75584
2020-06-04 09:27:24.210000,6191.77,6190,86028,6195,103429,6185,25414,6180,100687
2020-06-04 09:27:25.140000,6191.77,6190,86027,6195,103429,6185,24514,6180,100537
2020-06-04 09:27:25.910000,6191.77,6190,86027,6195,103429,6185,1100,6180,79081
2020-06-04 09:27:26.750000,6189.05,6185,29247,6190,89743,6180,79081,6175,75734
2020-06-04 09:27:27.550000,6190.68,6185,29246,6190,89743,6180,79081,6175,75734
2020-06-04 09:27:28.470000,6190.68,6185,29976,6190,89743,6180,79081,6175,75734
2020-06-04 09:27:29.150000,6190.68,6185,30945,6190,89743,6180,79081,6175,75735
2020-06-04 09:27:30.040000,6190.68,6185,30714,6190,89743,6180,79091,6175,75725
2020-06-04 09:27:30.970000,6190.68,6185,2651,6190,86047,6180,84691,6175,75725
2020-06-04 09:27:32.050000,6190.68,6185,23866,6190,86036,6180,82091,6175,75525
2020-06-04 09:27:33.100000,6190.68,6185,25865,6190,89737,6180,82091,6175,75525
2020-06-04 09:27:33.830000,6190.68,6185,38138,6190,89737,6180,73191,6175,81525
2020-06-04 09:27:34.740000,6190.68,6185,45724,6190,102603,6180,62495,6175,85321
2020-06-04 09:27:35.600000,6190.68,6185,46923,6190,102603,6180,57320,6175,85321
2020-06-04 09:27:36.690000,6191.23,6185,50672,6190,102603,6180,57320,6175,85321
2020-06-04 09:27:37.670000,6190.68,6185,50571,6190,102603,6180,57320,6175,85321
2020-06-04 09:27:38.530000,6187.42,6185,50370,6190,102603,6180,57320,6175,85321
2020-06-04 09:27:39.500000,6187.42,6185,57869,6190,100603,6180,29945,6175,85321
2020-06-04 09:27:40.360000,6187.42,6185,57869,6190,100603,6180,21000,6175,63855
2020-06-04 09:27:41.380000,6187.42,6180,92611,6185,61567,6175,62355,6170,108915
2020-06-04 09:27:42.240000,6187.42,6180,110884,6185,74483,6175,11776,6170,99745
2020-06-04 09:27:43.130000,6187.42,6180,105883,6185,74483,6175,41447,6170,112611
2020-06-04 09:27:44.030000,6187.42,6180,109633,6185,74483,6175,41447,6170,112611
2020-06-04 09:27:44.910000,6187.42,6180,56881,6185,78483,6175,41452,6170,112611
2020-06-04 09:27:45.770000,6186.87,6180,56880,6185,78483,6175,51548,6170,108415
2020-06-04 09:27:46.720000,6186.87,6180,44692,6185,65617,6175,62685,6170,102415
2020-06-04 09:27:47.550000,6181.98,6180,44169,6185,65617,6175,57685,6170,102415
2020-06-04 09:27:48.330000,6184.15,6185,54706,6190,102583,6180,32224,6175,76171
2020-06-04 09:27:49.120000,6186.87,6185,49620,6190,102583,6180,38420,6175,72477
2020-06-04 09:27:50.050000,6186.87,6185,49619,6190,102573,6180,33410,6175,75477
2020-06-04 09:27:50.900000,6186.87,6185,66182,6190,102578,6180,22704,6175,79173
2020-06-04 09:27:51.920000,6186.87,6185,66182,6190,102578,6180,25669,6175,82473
2020-06-04 09:27:52.870000,6186.87,6185,66182,6190,102578,6180,25669,6175,82473
2020-06-04 09:27:53.730000,6186.87,6185,66882,6190,102578,6180,25364,6175,82473
2020-06-04 09:27:54.580000,6186.87,6185,73882,6190,100578,6180,25364,6175,82473
2020-06-04 09:27:55.370000,6186.87,6185,73881,6190,100578,6180,18513,6175,82473
2020-06-04 09:27:56.390000,6187.96,6185,74281,6190,100578,6180,5631,6175,61007
2020-06-04 09:27:57.200000,6187.96,6185,74301,6190,100578,6180,5831,6175,79473
2020-06-04 09:27:57.960000,6185.78,6185,66627,6190,96882,6180,4616,6175,79473
2020-06-04 09:27:58.920000,6185.78,6185,62936,6190,100578,6180,1,6175,61007
2020-06-04 09:27:59.810000,6185.78,6180,29,6185,62936,6175,61007,6170,102415
2020-06-04 09:28:00.600000,6185.24,6180,26476,6185,67402,6175,61007,6170,102415
2020-06-04 09:28:01.600000,6185.24,6180,24475,6185,67402,6175,64007,6170,102415
2020-06-04 09:28:02.530000,6185.24,6180,23975,6185,67402,6175,64007,6170,102415
2020-06-04 09:28:03.230000,6185.24,6185,63705,6190,100577,6180,36725,6175,82473
2020-06-04 09:28:04.100000,6185.24,6185,56905,6190,102577,6180,34725,6175,87473
2020-06-04 09:28:04.970000,6185.24,6185,56905,6190,104179,6180,34725,6175,87473
2020-06-04 09:28:05.910000,6185.24,6185,63914,6190,102189,6180,5645,6175,87661
2020-06-04 09:28:06.710000,6185.24,6185,63914,6190,102189,6180,1622,6175,87661
2020-06-04 09:28:07.720000,6186.33,6180,400,6185,63913,6175,84661,6170,102445
2020-06-04 09:28:08.830000,6186.87,6185,56113,6190,104189,6180,30670,6175,84670
2020-06-04 09:28:09.910000,6186.87,6185,63112,6190,104189,6180,28319,6175,87670
2020-06-04 09:28:10.830000,6186.87,6185,63112,6190,104189,6180,29513,6175,92670
2020-06-04 09:28:11.830000,6186.87,6185,66288,6190,104189,6180,46953,6175,92670
2020-06-04 09:28:12.800000,6186.87,6185,64003,6190,104189,6180,62099,6175,82974
2020-06-04 09:28:13.570000,6186.87,6185,64002,6190,104189,6180,65144,6175,82974
2020-06-04 09:28:14.440000,6186.87,6185,64002,6190,104189,6180,64589,6175,82974
2020-06-04 09:28:16.210000,6186.87,6185,64001,6190,104189,6180,64589,6175,83174
2020-06-04 09:28:16.990000,6186.87,6185,55263,6190,91323,6180,69646,6175,87702
2020-06-04 09:28:17.830000,6186.87,6185,55262,6190,91323,6180,69589,6175,87702
2020-06-04 09:28:18.710000,6189.59,6185,53862,6190,104189,6180,69588,6175,87702
2020-06-04 09:28:19.540000,6189.59,6185,53861,6190,104189,6180,69588,6175,87702
2020-06-04 09:28:20.400000,6189.59,6185,56860,6190,104189,6180,58588,6175,93702
2020-06-04 09:28:21.210000,6189.59,6185,56859,6190,104189,6180,58771,6175,93702
2020-06-04 09:28:22.830000,6189.59,6185,56735,6190,104189,6180,58771,6175,93702
2020-06-04 09:28:23.710000,6189.59,6185,54735,6190,104189,6180,69771,6175,88002
2020-06-04 09:28:24.540000,6189.59,6185,56735,6190,104189,6180,58821,6175,94173
2020-06-04 09:28:25.240000,6189.59,6185,56735,6190,104189,6180,59305,6175,94173
2020-06-04 09:28:26.210000,6187.96,6185,76533,6190,104189,6180,50552,6175,97869
2020-06-04 09:28:27.110000,6187.96,6185,76533,6190,104189,6180,42636,6175,97869
2020-06-04 09:28:28.000000,6186.33,6185,59782,6190,104189,6180,52332,6175,88183
2020-06-04 09:28:28.830000,6187.42,6185,73783,6190,104189,6180,48627,6175,91879
2020-06-04 09:28:29.660000,6187.42,6185,73782,6190,104189,6180,37628,6175,97879
2020-06-04 09:28:31.040000,6187.42,6185,80782,6190,102189,6180,2423,6175,97929
2020-06-04 09:28:32.440000,6187.42,6185,83781,6190,102289,6180,38531,6175,100029
2020-06-04 09:28:33.500000,6187.42,6185,76041,6190,104289,6180,38531,6175,100029
2020-06-04 09:28:34.610000,6187.42,6185,57041,6190,104289,6180,41153,6175,100029
