time,nav,sell1,sell1_cnt,sell2,sell2_cnt,buy1,buy1_cnt,buy2,buy2_cnt
2020-06-12 09:46:50.09,0.0,11515,12413,11520,16475,11505,17946,11500,25759
2020-06-12 09:46:50.67,0.0,11515,12413,11520,16475,11505,17946,11500,25759
2020-06-12 09:46:51.56,0.0,11515,12413,11520,14430,11505,17946,11500,25759
2020-06-12 09:46:52.47,11600.19,11515,14413,11520,16475,11505,17946,11500,25759
2020-06-12 09:46:53.56,11600.19,11515,14413,11520,16475,11505,17946,11500,25759
2020-06-12 09:46:54.53,11600.19,11515,12913,11520,16475,11505,17946,11500,25759
2020-06-12 09:46:55.36,11600.19,11515,12413,11520,16475,11505,17946,11500,25759
2020-06-12 09:46:56.26,11600.19,11510,1248,11515,14413,11505,17946,11500,25759
2020-06-12 09:46:58.59,11600.19,11515,14413,11520,16475,11505,10899,11500,25759
2020-06-12 09:46:58.91,11600.19,11510,3100,11515,14413,11505,107,11500,25759
2020-06-12 09:46:59.39,11600.19,11510,13091,11515,16463,11500,24313,11495,18811
2020-06-12 09:47:00.36,11600.19,11510,13091,11515,16463,11500,18685,11495,18811
2020-06-12 09:47:01.22,11600.19,11505,11077,11510,13091,11500,18685,11495,18811
2020-06-12 09:47:04.95,11600.14,11505,11077,11510,13091,11500,18685,11495,18811
2020-06-12 09:47:05.94,11600.14,11505,11077,11510,13091,11500,18685,11495,18811
2020-06-12 09:47:06.98,11600.14,11510,13091,11515,16463,11500,18685,11495,18811
2020-06-12 09:47:08.04,11600.14,11510,13091,11515,16463,11500,18695,11495,18811
2020-06-12 09:47:08.67,11600.14,11510,13091,11515,16463,11500,18695,11495,18811
2020-06-12 09:47:09.65,11600.14,11510,13091,11515,16463,11500,18695,11495,18821
2020-06-12 09:47:10.75,11600.14,11510,13091,11515,16463,11505,50,11500,24207
2020-06-12 09:47:11.79,11600.14,11510,13091,11515,14413,11505,50,11500,24207
2020-06-12 09:47:12.82,11602.02,11510,1000,11515,14413,11505,16258,11500,24207
2020-06-12 09:47:13.90,11602.02,11510,10102,11515,14413,11505,10857,11500,24207
2020-06-12 09:47:14.93,11602.02,11515,14413,11520,16475,11505,16374,11500,24207
2020-06-12 09:47:15.93,11602.02,11515,12413,11520,16475,11505,16374,11500,24207
2020-06-12 09:47:16.37,11602.02,11515,12413,11520,16475,11505,16374,11500,24207
2020-06-12 09:47:17.56,11602.02,11515,12413,11520,14430,11505,16374,11500,24207
2020-06-12 09:47:18.57,11602.02,11515,12413,11520,14430,11505,16374,11500,24207
2020-06-12 09:47:19.65,11602.02,11515,12413,11520,14430,11505,16374,11500,24207
2020-06-12 09:47:19.98,11602.02,11515,12413,11520,14430,11505,16374,11500,24207
2020-06-12 09:47:20.76,11602.02,11520,14430,11525,13925,11510,5521,11505,16374
2020-06-12 09:47:21.82,11602.02,11520,14430,11525,13925,11510,16060,11505,16374
2020-06-12 09:47:22.87,11599.36,11520,14430,11525,14488,11510,16060,11505,16374
2020-06-12 09:47:23.46,11599.36,11520,14430,11525,14488,11510,16060,11505,16374
2020-06-12 09:47:24.48,11599.36,11520,14330,11525,14488,11510,16060,11505,16374
2020-06-12 09:47:25.51,11599.36,11520,12430,11525,14488,11510,16060,11505,16374
2020-06-12 09:47:26.55,11599.36,11520,12428,11525,14488,11510,16062,11505,16374
2020-06-12 09:47:26.98,11599.36,11520,12428,11525,14488,11510,16062,11505,16374
2020-06-12 09:47:28.13,11599.36,11520,14630,11525,14488,11510,10541,11505,16374
2020-06-12 09:47:29.18,11599.36,11520,14630,11525,14488,11510,10541,11505,16374
2020-06-12 09:47:30.19,11599.36,11520,14630,11525,14488,11510,10541,11505,16374
2020-06-12 09:47:31.76,11599.36,11520,14629,11525,14488,11510,10541,11505,16374
2020-06-12 09:47:32.83,11601.26,11515,452,11520,13330,11510,10541,11505,16374
2020-06-12 09:47:33.94,11601.26,11520,14630,11525,14488,11515,1529,11510,10552
2020-06-12 09:47:35.00,11601.26,11520,14530,11525,14488,11510,14053,11505,16324
2020-06-12 09:47:36.07,11601.26,11520,13230,11525,14488,11510,10553,11505,16530
2020-06-12 09:47:36.66,11601.26,11520,14330,11525,14488,11510,10553,11505,16685
2020-06-12 09:47:37.63,11601.26,11520,14329,11525,14488,11510,10553,11505,16958
2020-06-12 09:47:38.69,11601.26,11520,12429,11525,14488,11510,10554,11505,16958
2020-06-12 09:47:39.27,11601.26,11515,97,11520,12429,11510,16075,11505,16958
2020-06-12 09:47:40.32,11601.26,11520,14529,11525,13925,11515,2000,11510,16375
2020-06-12 09:47:41.36,11601.26,11520,12429,11525,13925,11515,2000,11510,16375
2020-06-12 09:47:42.42,11602.09,11520,999,11525,13925,11515,12090,11510,16375
2020-06-12 09:47:43.49,11602.09,11520,1582,11525,13925,11515,12107,11510,16375
2020-06-12 09:47:44.55,11602.09,11520,982,11525,13925,11515,12107,11510,16375
2020-06-12 09:47:45.61,11602.09,11520,2100,11525,13925,11515,12107,11510,16375
2020-06-12 09:47:46.11,11602.09,11520,11430,11525,13925,11515,2017,11510,16375
2020-06-12 09:47:47.17,11602.09,11525,13925,11530,13173,11515,12107,11510,16375
2020-06-12 09:47:48.23,11602.09,11520,1000,11525,13925,11515,12107,11510,16375
2020-06-12 09:47:48.67,11602.09,11520,3100,11525,13925,11515,12107,11510,16375
2020-06-12 09:47:49.87,11602.09,11520,1000,11525,13925,11515,12107,11510,16375
2020-06-12 09:47:50.27,11602.09,11525,13925,11530,13173,11515,12107,11510,16375
2020-06-12 09:47:51.44,11602.09,11520,1000,11525,13925,11515,12107,11510,16375
2020-06-12 09:47:52.50,11603.01,11520,14530,11525,13925,11515,12107,11510,16375
2020-06-12 09:47:53.56,11603.01,11520,12430,11525,13925,11515,12107,11510,16375
2020-06-12 09:47:54.61,11603.01,11520,1000,11525,13925,11515,12107,11510,16375
2020-06-12 09:47:55.67,11603.01,11525,13925,11530,13173,11515,12107,11510,16375
2020-06-12 09:47:56.72,11603.01,11525,14925,11530,13173,11520,2000,11515,12107
2020-06-12 09:47:57.73,11603.01,11525,15125,11530,13173,11520,1854,11515,12107
2020-06-12 09:47:58.17,11603.01,11520,100,11525,15125,11515,12107,11510,16375
2020-06-12 09:47:59.37,11603.01,11520,10330,11525,15125,11515,13090,11510,16375
2020-06-12 09:47:59.87,11603.01,11520,10330,11525,15125,11515,13090,11510,16375
2020-06-12 09:48:00.97,11603.01,11525,14825,11530,13173,11520,3706,11515,13090
2020-06-12 09:48:02.03,11603.01,11520,1890,11525,14925,11515,13090,11510,16375
2020-06-12 09:48:03.09,11602.94,11520,1890,11525,14925,11515,13090,11510,16375
2020-06-12 09:48:03.76,11602.94,11525,14925,11530,13173,11515,13090,11510,16375
2020-06-12 09:48:04.76,11602.94,11525,13525,11530,13173,11515,13090,11510,16375
2020-06-12 09:48:05.66,11602.94,11525,14925,11530,13173,11515,13090,11510,16375
2020-06-12 09:48:06.80,11602.94,11525,14925,11530,13173,11515,13190,11510,16475
2020-06-12 09:48:07.85,11602.94,11525,13525,11530,13173,11520,100,11515,14190
2020-06-12 09:48:08.86,11602.94,11525,13525,11530,13173,11520,100,11515,14190
2020-06-12 09:48:09.96,11602.94,11525,14925,11530,13173,11515,14190,11510,16475
2020-06-12 09:48:11.36,11602.94,11525,14925,11530,13173,11515,14152,11510,16475
2020-06-12 09:48:12.55,11604.7,11520,100,11525,14925,11515,14152,11510,16475
2020-06-12 09:48:13.07,11604.7,11525,14925,11530,13173,11515,14152,11510,16475
2020-06-12 09:48:13.86,11604.7,11525,13525,11530,13173,11520,1000,11515,14153
2020-06-12 09:48:15.06,11604.7,11520,1000,11525,13825,11515,14153,11510,16476
2020-06-12 09:48:16.26,11604.7,11520,12330,11525,13825,11515,4063,11510,16476
2020-06-12 09:48:17.48,11604.7,11520,12320,11525,13825,11515,11164,11510,16476
2020-06-12 09:48:18.55,11604.7,11520,12320,11525,13825,11515,11164,11510,16476
2020-06-12 09:48:19.56,11604.7,11525,13725,11530,13173,11515,12164,11510,16476
2020-06-12 09:48:20.65,11604.7,11525,13425,11530,13173,11520,200,11515,12164
2020-06-12 09:48:21.72,11604.7,11525,13425,11530,13173,11520,11512,11515,17689
2020-06-12 09:48:22.78,11604.7,11525,13425,11530,11136,11520,18512,11515,17689
2020-06-12 09:48:23.82,11604.7,11525,13425,11530,11136,11520,7200,11515,12164
2020-06-12 09:48:24.86,11604.7,11525,13425,11530,11136,11520,7200,11515,17689
2020-06-12 09:48:25.87,11604.7,11525,13425,11530,11136,11520,7197,11515,17689
2020-06-12 09:48:26.15,11604.7,11525,13425,11530,11136,11520,18509,11515,17689
2020-06-12 09:48:27.07,11604.7,11525,13425,11530,11136,11520,18509,11515,17689
2020-06-12 09:48:27.85,11604.7,11525,12925,11530,11136,11520,18509,11515,17689
2020-06-12 09:48:29.10,11604.7,11525,12925,11530,11136,11520,18510,11515,17689
2020-06-12 09:48:29.55,11604.7,11530,11136,11535,15263,11525,17,11520,19510
2020-06-12 09:48:30.69,11604.7,11530,14236,11535,15263,11520,19510,11515,17689
2020-06-12 09:48:31.75,11604.7,11530,12136,11535,15263,11520,19510,11515,17689
2020-06-12 09:48:32.72,11608.81,11530,14236,11535,15263,11520,19510,11515,17689
2020-06-12 09:48:34.27,11608.81,11530,14236,11535,15263,11520,19478,11515,17689
2020-06-12 09:48:35.36,11608.81,11530,12136,11535,15263,11525,113,11520,25027
2020-06-12 09:48:35.86,11608.81,11530,1059,11535,13230,11525,11543,11520,25027
2020-06-12 09:48:36.97,11608.81,11530,3159,11535,13230,11525,11543,11520,25027
2020-06-12 09:48:38.02,11608.81,11530,14236,11535,13230,11525,11543,11520,25027
2020-06-12 09:48:39.03,11608.81,11530,12136,11535,13230,11525,11543,11520,25027
